GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
e-governments egi,org.egov.infstr.services,PersistenceService,570,0,42,0,114,0,54,0,33,0
e-governments egi,org.egov.infra.web.spring.handler,GlobalInitBinderHandler,38,0,0,0,6,0,2,0,2,0
e-governments egi,org.egov.infra.web.spring.handler,GlobalExceptionHandler,78,0,4,0,17,0,9,0,7,0
e-governments egi,org.egov.infra.admin.master.service.es,CityIndexService,18,0,0,0,4,0,4,0,4,0
e-governments egi,org.egov.infra.admin.common.entity,MessageTemplate,34,0,0,0,13,0,9,0,9,0
e-governments egi,org.egov.infra.admin.common.entity,IdentityRecovery,40,0,2,0,13,0,10,0,9,0
e-governments egi,org.egov.infra.admin.common.entity,Favourites,210,0,46,0,57,0,36,0,13,0
e-governments egi,org.egov.infra.admin.common.entity,MenuLink,130,0,22,0,42,0,26,0,15,0
e-governments egi,org.egov.infra.config.security.authentication.provider,ApplicationAuthenticationProvider,117,0,12,0,24,0,11,0,5,0
e-governments egi,org.egov.infra.config.persistence.event.integrator,HibernateEventListenerIntegrator,70,0,0,0,12,0,4,0,4,0
e-governments egi,org.egov.infra.config.core,EnvironmentSettings,83,0,0,0,12,0,12,0,12,0
e-governments egi,org.egov.infra.config.core,ApplicationConfiguration,206,0,2,0,41,0,9,0,8,0
e-governments egi,org.egov.infra.config.core,ApplicationThreadLocals,110,49,0,0,46,12,23,2,23,2
e-governments egi,org.egov.infra.config.core,LocalizationSettings,93,0,0,0,17,0,16,0,16,0
